modCut,modBeneficiary,modProjectId,modCutFiat,date
5.443189724785292,0x835f397d5cd21ebae820fdc3fc6eac98520534ee,0,5816.274127458735,7/2/2022, 4:10:32 PM
22.081010522685755,0x823b92d6a4b2aed4b15675c7917c9f922ea8adad,0,21976.182454798367,6/18/2022, 6:17:17 PM
10.512905894871624,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,5,10462.996602373027,6/18/2022, 6:17:17 PM
8.402508428986614,0x30670d81e487c80b9edc54370e6eaf943b6eab39,0,8362.618102268405,6/18/2022, 6:17:17 PM
19.462554407606206,0x6860f1a0cf179ed93abd3739c7f6c8961a4eea3c,0,19370.15727874263,6/18/2022, 6:17:17 PM
2.071316031331584,0x6212ce06dcac01706e6be5310c3228ede1a02adf,0,2061.482601954537,6/18/2022, 6:17:17 PM
6.917413915956422,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,33,6884.573972565151,6/18/2022, 6:17:17 PM
48.42189741169495,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,329,48192.01780795606,6/18/2022, 6:17:17 PM
5.236912230159099,0x28c173b8f20488eef1b0f48df8453a2f59c38337,0,5212.050352111471,6/18/2022, 6:17:17 PM
4.72885358096456,0xca6ed3fdc8162304d7f1fcfc9ca3a81632d5e5b0,0,4706.403676160358,6/18/2022, 6:17:17 PM
2.071316031331584,0x34724d71ce674fcd4d06e60dd1baa88c14d36b75,0,2061.482601954537,6/18/2022, 6:17:17 PM
2.071316031331584,0xf8284136b169213e4c50ce09f3e1d9a9b484baea,0,2061.482601954537,6/18/2022, 6:17:17 PM
16.844098292526656,0x5d95baebb8412ad827287240a5c281e3bb30d27e,0,16764.132102686897,6/18/2022, 6:17:17 PM
2.071316031331584,0xa8488938161c9afa127e93fef6d3447051588664,0,2061.482601954537,6/18/2022, 6:17:17 PM
3.126514764274089,0x2dda8dc2f67f1eb94b250caefac9de16f70c5a51,0,3111.6718520068484,6/18/2022, 6:17:17 PM
1.016117298389079,0x68dfb9b374b0a1ce996770ddf32916a530b4785f,0,1011.2933519022257,6/18/2022, 6:17:17 PM
1.016117298389079,0xfda746f4c3f9f5a02b3e63ed6d0ebbc002d1f788,0,1011.2933519022257,6/18/2022, 6:17:17 PM
1.5632573821370446,0x5706d5ad7a68bf8692bd341234be44ca7bf2f654,0,1555.8359260034242,6/18/2022, 6:17:17 PM
8.402508428986614,0xb045708e396e20071324c1aed2e4cfb90a0764fe,0,8362.618102268405,6/18/2022, 6:17:17 PM
5.236912230159099,0x428f196c4d754a96642854ac5d9f29a0e6ec707e,0,5212.050352111471,6/18/2022, 6:17:17 PM
2.344886073205567,0x835f397d5cd21ebae820fdc3fc6eac98520534ee,0,2333.7538890051364,6/18/2022, 6:17:17 PM
11.641827938935233,0x823b92d6a4b2aed4b15675c7917c9f922ea8adad,0,21017.35747322495,6/4/2022, 11:25:06 PM
4.41586576994095,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,8,7972.101110533601,6/4/2022, 11:25:06 PM
5.084936341144124,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,5,9179.995218190208,6/4/2022, 11:25:06 PM
4.41586576994095,0x30670d81e487c80b9edc54370e6eaf943b6eab39,0,7972.101110533601,6/4/2022, 11:25:06 PM
10.303686796528885,0x6860f1a0cf179ed93abd3739c7f6c8961a4eea3c,0,18601.56925791174,6/4/2022, 11:25:06 PM
1.0705129139250789,0x6212ce06dcac01706e6be5310c3228ede1a02adf,0,1932.63057225057,6/4/2022, 11:25:06 PM
3.612981084497141,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,33,6522.6281813456735,6/4/2022, 11:25:06 PM
25.55849581996126,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,329,46141.55491248236,6/4/2022, 11:25:06 PM
2.676282284812697,0x28c173b8f20488eef1b0f48df8453a2f59c38337,0,4831.576430626425,6/4/2022, 11:25:06 PM
2.4086540563314274,0xca6ed3fdc8162304d7f1fcfc9ca3a81632d5e5b0,0,4348.418787563783,6/4/2022, 11:25:06 PM
1.6057693708876184,0x34724d71ce674fcd4d06e60dd1baa88c14d36b75,0,2898.945858375855,6/4/2022, 11:25:06 PM
1.0705129139250789,0xf8284136b169213e4c50ce09f3e1d9a9b484baea,0,1932.63057225057,6/4/2022, 11:25:06 PM
8.8317315398819,0x5d95baebb8412ad827287240a5c281e3bb30d27e,0,15944.202221067202,6/4/2022, 11:25:06 PM
1.0705129139250789,0xa8488938161c9afa127e93fef6d3447051588664,0,1932.63057225057,6/4/2022, 11:25:06 PM
1.6057693708876184,0x2dda8dc2f67f1eb94b250caefac9de16f70c5a51,0,2898.945858375855,6/4/2022, 11:25:06 PM
0.5352564569625394,0x68dfb9b374b0a1ce996770ddf32916a530b4785f,0,966.315286125285,6/4/2022, 11:25:06 PM
0.5352564569625394,0xfda746f4c3f9f5a02b3e63ed6d0ebbc002d1f788,0,966.315286125285,6/4/2022, 11:25:06 PM
0.8028846854438092,0x5706d5ad7a68bf8692bd341234be44ca7bf2f654,0,1449.4729291879275,6/4/2022, 11:25:06 PM
4.41586576994095,0xb045708e396e20071324c1aed2e4cfb90a0764fe,0,7972.101110533601,6/4/2022, 11:25:06 PM
5.486378683866029,0x7e90e03654732abedf89faf87f05bcd03aceefdc,0,9904.731682784171,6/4/2022, 11:25:06 PM
16.726764280079355,0x8cc0091a0097d4b6db702272f9cd30b8a61b57c8,0,30197.35269141515,6/4/2022, 11:25:06 PM
0.5352564569625394,0x7d0068d0d8fc2aa15d897448b348fa9b30f6d4c9,0,966.315286125285,6/4/2022, 11:25:06 PM
10.636586525377474,0x823b92d6a4b2aed4b15675c7917c9f922ea8adad,0,21769.330984948298,5/21/2022, 11:20:08 PM
